name: 🇨🇦CA-51.222.86.136-5476 | type: trojan | id: 0 | remarks: 🇫🇷FR-94.23.116.190-000 | protocol: ssr | ping: 469 MS | avg_speed: 6.155 MB | max_speed: 8.376 MB | Link: ssr://OTQuMjMuMTE2LjE5MDo0NDM6b3JpZ2luOmFlcy0yNTYtY3RyOnRsczEuMl90aWNrZXRfYXV0aDpTRzkzWkhsQ2VYQmhjM05sY2pJd01qST0vP29iZnNwYXJhbT0mcmVtYXJrcz04SiUyQkhxJTJGQ2ZoN2RHVWkwNU5DNHlNeTR4TVRZdU1Ua3dMVEF3TUElM0QlM0QmcHJvdG9wYXJhbT0=
name: 🇰🇷KR-20.200.220.143-9439 | type: trojan | id: 45 | remarks: 🇨🇳CN-124.225.66.240-073 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpSZW56aGVDbG91ZFNT@pr3.jymzffbquawl.com:5600#%F0%9F%87%A8%F0%9F%87%B3CN-124.225.66.240-073
name: 🇭🇰HK-20.24.73.213-9441 | type: trojan | id: 46 | remarks: 🇨🇳CN-14.29.245.243-074 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpSZW56aGVDbG91ZFNT@bs3.jymzffbquawl.com:6602#%F0%9F%87%A8%F0%9F%87%B3CN-14.29.245.243-074
name: 🇸🇬SG-103.253.24.216-9448 | type: trojan | id: 47 | remarks: 🇨🇳CN-14.29.245.243-075 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpSZW56aGVDbG91ZFNT@bs3.jymzffbquawl.com:6601#%F0%9F%87%A8%F0%9F%87%B3CN-14.29.245.243-075
name: 🇸🇬SG-103.253.24.216-9449 | type: trojan | id: 48 | remarks: 🇳🇱NL-94.102.57.163-079 | protocol: ssr | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ssr://OTQuMTAyLjU3LjE2MzoxMTcwODpvcmlnaW46YWVzLTI1Ni1jZmI6aHR0cF9zaW1wbGU6YzBWelkxQkNhVUZFT1Vza0prQTNPUT09Lz9vYmZzcGFyYW09VjFkWExsbFBWVTVGUlVRdVYwbE8mcmVtYXJrcz04SiUyQkhzJTJGQ2ZoN0ZPVEMwNU5DNHhNREl1TlRjdU1UWXpMVEEzT1ElM0QlM0QmcHJvdG9wYXJhbT1WMWRYTGxsUFZVNUZSVVF1VjBsTw==
name: 🇸🇬SG-103.253.24.212-9456 | type: trojan | id: 49 | remarks: 🇳🇱NL-94.102.57.163-081 | protocol: ssr | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ssr://OTQuMTAyLjU3LjE2MzoxMTcwODpvcmlnaW46YWVzLTI1Ni1jZmI6aHR0cF9zaW1wbGU6YzBWelkxQkNhVUZFT1Vza0prQTNPUT09Lz9vYmZzcGFyYW09JnJlbWFya3M9OEolMkJIcyUyRkNmaDdGT1RDMDVOQzR4TURJdU5UY3VNVFl6TFRBNE1RJTNEJTNEJnByb3RvcGFyYW09
name: 🇸🇬SG-4.193.79.253-9465 | type: trojan | id: 50 | remarks: 🇳🇱NL-94.102.57.163-086 | protocol: ssr | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ssr://OTQuMTAyLjU3LjE2MzoxMTcwODpvcmlnaW46YWVzLTI1Ni1jZmI6aHR0cF9zaW1wbGU6YzBWelkxQkNhVUZFT1Vza0prQTNPUT09Lz9vYmZzcGFyYW09VjFkWExsbFBWVTVGUlVRdVYwbE8mcmVtYXJrcz04SiUyQkhzJTJGQ2ZoN0ZPVEMwNU5DNHhNREl1TlRjdU1UWXpMVEE0TmclM0QlM0QmcHJvdG9wYXJhbT1WMWRYTGxsUFZVNUZSVVF1VjBsTw==
name: 🇺🇸US-47.89.211.175-9636 | type: vmess | id: 51 | remarks: 🇨🇳CN-111.6.86.119-088 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1154#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-088
name: 🇺🇸US-47.254.17.235-9637 | type: vmess | id: 52 | remarks: 🇨🇳CN-111.6.86.80-089 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.80:1157#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.80-089
name: 🇺🇸US-47.254.16.114-9639 | type: vmess | id: 53 | remarks: 🇨🇳CN-111.6.86.119-090 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1173#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-090
name: 🇺🇸US-47.254.16.114-9640 | type: vmess | id: 54 | remarks: 🇨🇳CN-111.6.86.119-091 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1150#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-091
name: 🇺🇸US-47.88.89.106-9641 | type: vmess | id: 55 | remarks: 🇨🇳CN-111.6.86.119-092 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1172#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-092
name: 🇺🇸US-47.88.89.106-9642 | type: vmess | id: 56 | remarks: 🇨🇳CN-111.6.86.80-093 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.80:1158#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.80-093
name: 🇺🇸US-47.89.231.138-9643 | type: vmess | id: 57 | remarks: 🇨🇳CN-120.195.181.155-094 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5985#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-094
name: 🇺🇸US-47.89.231.138-9644 | type: vmess | id: 58 | remarks: 🇨🇳CN-120.195.181.82-095 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.82:5985#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.82-095
name: 🇺🇸US-47.88.104.186-9645 | type: vmess | id: 59 | remarks: 🇨🇳CN-120.195.181.155-096 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5984#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-096
name: 🇺🇸US-47.88.104.186-9646 | type: vmess | id: 60 | remarks: 🇨🇳CN-120.195.181.82-097 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.82:5980#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.82-097
name: 🇺🇸US-47.254.92.41-9890 | type: vmess | id: 61 | remarks: 🇨🇳CN-120.195.181.111-098 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.111:5981#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.111-098
name: 🇺🇸US-47.254.89.211-9891 | type: vmess | id: 62 | remarks: 🇨🇳CN-120.195.181.155-099 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5982#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-099
name: 🇺🇸US-47.254.30.243-9894 | type: vmess | id: 63 | remarks: 🇨🇳CN-120.195.181.170-100 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.170:5987#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.170-100
name: 🇺🇸US-47.254.16.114-9897 | type: vmess | id: 64 | remarks: 🇨🇳CN-111.6.86.80-101 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.80:1185#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.80-101
name: 🇺🇸US-47.89.231.138-9906 | type: vmess | id: 65 | remarks: 🇨🇳CN-111.6.86.119-102 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1171#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-102
name: 🇺🇸US-47.89.229.201-9908 | type: vmess | id: 66 | remarks: 🇨🇳CN-120.195.181.82-103 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.82:5988#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.82-103
name: 🇺🇸US-47.89.192.94-9910 | type: vmess | id: 67 | remarks: 🇨🇳CN-120.195.181.155-104 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5987#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-104
name: 🇺🇸US-47.88.106.47-9911 | type: vmess | id: 68 | remarks: 🇨🇳CN-120.195.181.111-105 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.111:5980#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.111-105
name: 🇺🇸US-47.88.104.186-9912 | type: vmess | id: 69 | remarks: 🇨🇳CN-120.195.181.82-106 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.82:5983#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.82-106
name: 🇺🇸US-47.88.89.251-9914 | type: vmess | id: 70 | remarks: 🇨🇳CN-120.195.181.155-107 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5988#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-107
name: 🇺🇸US-51.81.82.15-10024 | type: trojan | id: 71 | remarks: 🇨🇳CN-120.195.181.155-108 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.155:5980#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.155-108
name: 🇨🇳CN-183.240.139.207-13655 | type: trojan | id: 72 | remarks: 🇨🇳CN-120.195.181.170-109 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.170:5989#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.170-109
name: 🇨🇳CN-183.240.139.207-13657 | type: trojan | id: 73 | remarks: 🇨🇳CN-120.195.181.170-110 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.170:5981#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.170-110
name: 🇰🇷KR-20.200.220.143-13704 | type: trojan | id: 74 | remarks: 🇨🇳CN-120.195.181.170-111 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@120.195.181.170:5986#%F0%9F%87%A8%F0%9F%87%B3CN-120.195.181.170-111
name: RELAY-172.64.80.1-13742 | type: vmess | id: 75 | remarks: 🇨🇳CN-111.6.86.119-112 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1190#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-112
name: 🇭🇰HK-104.208.67.42-13790 | type: trojan | id: 76 | remarks: 🇨🇳CN-111.6.86.119-113 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1182#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-113
name: RELAY-104.31.16.46-0150 | type: vmess | id: 77 | remarks: 🇨🇳CN-111.6.86.119-114 | protocol: ss | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: ss://cmM0LW1kNTpQYW9mdQ==@111.6.86.119:1192#%F0%9F%87%A8%F0%9F%87%B3CN-111.6.86.119-114
